1384103444128 0c:68:03:d6:a2:d0 -64 2462 AirBears
1384103444128 0c:68:03:e4:33:10 -65 2412 AirBears
1384103444128 0c:68:03:e4:33:12 -65 2412 AirBears2
1384103444128 0c:68:03:d6:a2:d1 -65 2462 attwifi
1384103444128 0c:68:03:ea:28:ed -74 5745 AirBears2
1384103444128 0c:68:03:ea:28:ef -74 5745 AirBears
1384103444128 0c:68:03:ea:28:ee -74 5745 attwifi
1384103444128 0c:68:03:d6:a2:dd -76 5180 AirBears2
1384103444128 0c:68:03:d6:a2:df -76 5180 AirBears
1384103444128 0c:68:03:d6:a2:de -76 5180 attwifi
1384103444128 0c:68:03:e4:33:1d -77 5240 AirBears2
1384103444128 0c:68:03:e4:33:1e -77 5240 attwifi
1384103444128 0c:68:03:ea:28:e1 -77 2412 attwifi
1384103444128 0c:68:03:ea:28:e0 -77 2412 AirBears
1384103444128 0c:68:03:e4:33:1f -78 5240 AirBears
1384103444128 00:0f:b5:a8:59:e2 -81 2447 AckGear
1384103444128 0c:68:03:b8:a4:ad -83 5260 AirBears2
1384103444128 0c:68:03:d6:97:c0 -83 2437 AirBears
1384103444128 0c:68:03:b8:a9:0e -83 5180 attwifi
1384103444128 0c:68:03:b8:a9:0d -83 5180 AirBears2
1384103444128 0c:68:03:ea:28:c2 -83 2412 AirBears2
1384103444128 0c:68:03:ea:28:c0 -83 2412 AirBears
1384103444128 0c:68:03:b8:a4:ae -84 5260 attwifi
1384103444128 0c:68:03:b8:a4:af -84 5260 AirBears
1384103444128 0c:68:03:d6:97:c2 -84 2437 AirBears2
1384103444128 0c:68:03:b8:a4:a1 -85 2462 attwifi
1384103444128 0c:68:03:b8:a4:a0 -86 2462 AirBears
1384103444128 0c:68:03:d6:c1:11 -87 2412 attwifi
1384103444128 0c:68:03:b8:3d:f2 -88 2462 AirBears2
1384103444128 0c:68:03:b8:3d:fd -88 5320 AirBears2
1384103444128 0c:68:03:d6:c2:60 -88 2462 AirBears
1384103444128 0c:68:03:b8:a9:01 -88 2412 attwifi
1384103444128 0c:68:03:b8:95:31 -88 2437 attwifi
1384103444128 0c:68:03:d6:c2:62 -88 2462 AirBears2
1384103444128 0c:68:03:b8:3d:fe -88 5320 attwifi
1384103444128 0c:68:03:b8:95:30 -88 2437 AirBears
1384103444128 0c:68:03:b8:87:6f -89 5805 AirBears
1384103444128 0c:68:03:d6:97:ce -89 5180 attwifi
1384103444128 0c:68:03:b8:3d:ff -89 5320 AirBears
1384103444128 0c:68:03:ea:2a:1d -90 5560 AirBears2
1384103444128 0c:68:03:ea:2a:1e -90 5560 attwifi
1384103444128 0c:68:03:b8:87:6e -90 5805 attwifi
1384103444128 0c:68:03:ea:2a:1f -91 5560 AirBears
1384103444128 00:1f:5b:89:ad:12 -93 2412 Francis Lab
1384103454092 0c:68:03:d6:a2:d0 -64 2462 AirBears
1384103454092 0c:68:03:e4:33:10 -65 2412 AirBears
1384103454092 0c:68:03:d6:a2:d1 -65 2462 attwifi
1384103454092 0c:68:03:d6:a2:d2 -65 2462 AirBears2
1384103454092 0c:68:03:ea:28:ed -72 5745 AirBears2
1384103454092 0c:68:03:ea:28:ef -72 5745 AirBears
1384103454092 0c:68:03:ea:28:ee -72 5745 attwifi
1384103454092 0c:68:03:d6:a2:df -76 5180 AirBears
1384103454092 0c:68:03:ea:28:e1 -76 2412 attwifi
1384103454092 0c:68:03:ea:28:e0 -76 2412 AirBears
1384103454092 0c:68:03:ea:28:e2 -76 2412 AirBears2
1384103454092 0c:68:03:d6:a2:dd -77 5180 AirBears2
1384103454092 0c:68:03:d6:a2:de -77 5180 attwifi
1384103454092 0c:68:03:e4:33:1d -80 5240 AirBears2
1384103454092 0c:68:03:e4:33:1e -80 5240 attwifi
1384103454092 0c:68:03:e4:33:1f -80 5240 AirBears
1384103454092 00:0f:b5:a8:59:e2 -81 2447 AckGear
1384103454092 0c:68:03:b8:a9:0d -82 5180 AirBears2
1384103454092 0c:68:03:b8:a9:0e -83 5180 attwifi
1384103454092 0c:68:03:d6:97:c2 -83 2437 AirBears2
1384103454092 0c:68:03:d6:97:c0 -84 2437 AirBears
1384103454092 0c:68:03:b8:a4:ae -84 5260 attwifi
1384103454092 0c:68:03:ea:28:c2 -84 2412 AirBears2
1384103454092 0c:68:03:b8:a4:af -84 5260 AirBears
1384103454092 0c:68:03:b8:a4:ad -85 5260 AirBears2
1384103454092 0c:68:03:b8:a4:a1 -85 2462 attwifi
1384103454092 0c:68:03:ea:28:c0 -85 2412 AirBears
1384103454092 0c:68:03:b8:a4:a2 -85 2462 AirBears2
1384103454092 0c:68:03:ea:28:c1 -85 2412 attwifi
1384103454092 0c:68:03:b8:a9:00 -85 2412 AirBears
1384103454092 0c:68:03:d6:c1:10 -86 2412 AirBears
1384103454092 0c:68:03:b8:3d:fd -87 5320 AirBears2
1384103454092 0c:68:03:b8:87:6e -87 5805 attwifi
1384103454092 f0:d1:a9:14:d7:d6 -87 2412 
1384103454092 0c:68:03:b8:87:6f -88 5805 AirBears
1384103454092 0c:68:03:b8:95:30 -88 2437 AirBears
1384103454092 0c:68:03:b8:3d:f1 -88 2462 attwifi
1384103454092 0c:68:03:b8:3d:fe -89 5320 attwifi
1384103454092 0c:68:03:d6:97:ce -89 5180 attwifi
1384103454092 0c:68:03:e4:4e:7e -89 5180 attwifi
1384103454092 0c:68:03:b8:3d:ff -90 5320 AirBears
1384103454092 f8:4f:57:79:95:91 -90 2437 attwifi
1384103454092 0c:68:03:b8:95:31 -91 2437 attwifi
1384103454092 0c:68:03:d6:97:cd -91 5180 AirBears2
1384103454092 0c:68:03:e4:4e:7d -91 5180 AirBears2
1384103458969 0c:68:03:d6:a2:d0 -64 2462 AirBears
1384103458969 0c:68:03:e4:33:10 -65 2412 AirBears
1384103458969 0c:68:03:d6:a2:d1 -65 2462 attwifi
1384103458969 0c:68:03:e4:33:12 -65 2412 AirBears2
1384103458969 0c:68:03:ea:28:ed -71 5745 AirBears2
1384103458969 0c:68:03:ea:28:ef -71 5745 AirBears
1384103458969 0c:68:03:ea:28:ee -71 5745 attwifi
1384103458969 0c:68:03:e4:33:1d -73 5240 AirBears2
1384103458969 0c:68:03:e4:33:1e -74 5240 attwifi
1384103458969 0c:68:03:e4:33:1f -74 5240 AirBears
1384103458969 0c:68:03:d6:a2:dd -76 5180 AirBears2
1384103458969 0c:68:03:d6:a2:df -76 5180 AirBears
1384103458969 0c:68:03:d6:a2:de -76 5180 attwifi
1384103458969 0c:68:03:ea:28:e1 -77 2412 attwifi
1384103458969 0c:68:03:ea:28:e2 -77 2412 AirBears2
1384103458969 00:0f:b5:a8:59:e2 -78 2447 AckGear
1384103458969 0c:68:03:b8:a9:0e -79 5180 attwifi
1384103458969 0c:68:03:b8:a9:0f -80 5180 AirBears
1384103458969 0c:68:03:b8:a4:ad -82 5260 AirBears2
1384103458969 0c:68:03:d6:97:c0 -82 2437 AirBears
1384103458969 0c:68:03:b8:a4:af -82 5260 AirBears
1384103458969 0c:68:03:d6:97:c2 -82 2437 AirBears2
1384103458969 0c:68:03:ea:28:c0 -82 2412 AirBears
1384103458969 0c:68:03:d6:97:c1 -82 2437 attwifi
1384103458969 0c:68:03:b8:a4:ae -83 5260 attwifi
1384103458969 0c:68:03:ea:28:c1 -83 2412 attwifi
1384103458969 0c:68:03:b8:a4:a1 -84 2462 attwifi
1384103458969 0c:68:03:b8:a4:a2 -84 2462 AirBears2
1384103458969 0c:68:03:b8:a9:00 -84 2412 AirBears
1384103458969 0c:68:03:b8:95:30 -86 2437 AirBears
1384103458969 0c:68:03:ea:2a:1d -86 5560 AirBears2
1384103458969 0c:68:03:d6:c1:11 -86 2412 attwifi
1384103458969 f0:d1:a9:14:d7:d6 -87 2412 
1384103458969 0c:68:03:d6:c1:10 -87 2412 AirBears
1384103458969 0c:68:03:b8:95:32 -87 2437 AirBears2
1384103458969 0c:68:03:ea:2a:1f -87 5560 AirBears
1384103458969 0c:68:03:b8:3d:fd -88 5320 AirBears2
1384103458969 0c:68:03:d6:97:ce -88 5180 attwifi
1384103458969 0c:68:03:b8:87:6d -88 5805 AirBears2
1384103458969 0c:68:03:ea:2a:1e -88 5560 attwifi
1384103458969 0c:68:03:b8:87:6f -89 5805 AirBears
1384103458969 0c:68:03:b8:3d:fe -89 5320 attwifi
1384103458969 0c:68:03:b8:3d:ff -89 5320 AirBears
1384103458969 0c:68:03:b8:87:6e -89 5805 attwifi
1384103458969 0c:68:03:d6:c2:62 -89 2462 AirBears2
1384103458969 0c:68:03:d6:c2:60 -89 2462 AirBears
1384103458969 f0:d1:a9:12:1c:b0 -93 2462 
1384103463989 0c:68:03:e4:33:12 -64 2412 AirBears2
1384103463989 0c:68:03:d6:a2:d0 -65 2462 AirBears
1384103463989 0c:68:03:d6:a2:d1 -65 2462 attwifi
1384103463989 0c:68:03:ea:28:ef -68 5745 AirBears
1384103463989 0c:68:03:ea:28:ee -68 5745 attwifi
1384103463989 0c:68:03:ea:28:ed -69 5745 AirBears2
1384103463989 0c:68:03:d6:a2:dd -70 5180 AirBears2
1384103463989 0c:68:03:d6:a2:df -71 5180 AirBears
1384103463989 0c:68:03:d6:a2:de -71 5180 attwifi
1384103463989 0c:68:03:e4:33:1d -73 5240 AirBears2
1384103463989 0c:68:03:e4:33:1e -73 5240 attwifi
1384103463989 0c:68:03:e4:33:1f -74 5240 AirBears
1384103463989 0c:68:03:ea:28:e1 -77 2412 attwifi
1384103463989 00:0f:b5:a8:59:e2 -78 2447 AckGear
1384103463989 0c:68:03:ea:28:e2 -78 2412 AirBears2
1384103463989 0c:68:03:b8:a9:0e -81 5180 attwifi
1384103463989 0c:68:03:b8:a9:0f -81 5180 AirBears
1384103463989 0c:68:03:b8:a4:a1 -83 2462 attwifi
1384103463989 0c:68:03:b8:a4:ad -84 5260 AirBears2
1384103463989 0c:68:03:d6:97:c0 -84 2437 AirBears
1384103463989 0c:68:03:b8:a4:ae -84 5260 attwifi
1384103463989 0c:68:03:b8:a4:a2 -84 2462 AirBears2
1384103463989 0c:68:03:ea:28:c1 -84 2412 attwifi
